DrugBank ID,Name,Type,UniProt ID,UniProt Name
DB06080,ABT-869,SmallMoleculeDrug,P36888,Receptor-type tyrosine-protein kinase FLT3
DB06080,ABT-869,SmallMoleculeDrug,P17948,Vascular endothelial growth factor receptor 1
DB06080,ABT-869,SmallMoleculeDrug,P35968,Vascular endothelial growth factor receptor 2
DB06080,ABT-869,SmallMoleculeDrug,P35916,Vascular endothelial growth factor receptor 3
DB06080,ABT-869,SmallMoleculeDrug,P10721,Mast/stem cell growth factor receptor Kit
DB06080,ABT-869,SmallMoleculeDrug,P07333,Macrophage colony-stimulating factor 1 receptor
DB06081,Caplacizumab,SmallMoleculeDrug,P04275,von Willebrand factor
DB06082,PX-478,SmallMoleculeDrug,Q16665,Hypoxia-inducible factor 1-alpha
DB06083,Tapinarof,SmallMoleculeDrug,P29460,Interleukin-12 subunit beta
DB06083,Tapinarof,SmallMoleculeDrug,P60568,Interleukin-2
DB06083,Tapinarof,SmallMoleculeDrug,P05231,Interleukin-6
DB06083,Tapinarof,SmallMoleculeDrug,P10145,Interleukin-8
DB06089,ICA-105665,SmallMoleculeDrug,P51787,Potassium voltage-gated channel subfamily KQT member 1
DB06089,ICA-105665,SmallMoleculeDrug,O43525,Potassium voltage-gated channel subfamily KQT member 3
DB06089,ICA-105665,SmallMoleculeDrug,P56696,Potassium voltage-gated channel subfamily KQT member 4
DB06089,ICA-105665,SmallMoleculeDrug,Q9NR82,Potassium voltage-gated channel subfamily KQT member 5
DB06089,ICA-105665,SmallMoleculeDrug,O43526,Potassium voltage-gated channel subfamily KQT member 2
DB06090,Bradanicline,SmallMoleculeDrug,Q693P7,Alpha-7 nicotinic cholinergic receptor subunit
DB06094,Apatorsen,SmallMoleculeDrug,P04792,Heat shock protein beta-1
DB06096,NXN-188,SmallMoleculeDrug,P29475,"Nitric oxide synthase, brain"
DB06096,NXN-188,SmallMoleculeDrug,P28222,5-hydroxytryptamine receptor 1B
DB06096,NXN-188,SmallMoleculeDrug,P28221,5-hydroxytryptamine receptor 1D
DB06097,GSK-923295,SmallMoleculeDrug,Q02224,Centromere-associated protein E
DB06098,PRLX 93936,SmallMoleculeDrug,P45880,Voltage-dependent anion-selective channel protein 2
DB06098,PRLX 93936,SmallMoleculeDrug,Q9Y277,Voltage-dependent anion-selective channel protein 3
DB06101,IMC-1C11,BiotechDrug,P17948,Vascular endothelial growth factor receptor 1
DB06101,IMC-1C11,BiotechDrug,P35968,Vascular endothelial growth factor receptor 2
DB06101,IMC-1C11,BiotechDrug,P35916,Vascular endothelial growth factor receptor 3
DB06103,VX-148,SmallMoleculeDrug,P20839,Inosine-5'-monophosphate dehydrogenase 1
DB06103,VX-148,SmallMoleculeDrug,P12268,Inosine-5'-monophosphate dehydrogenase 2
DB06116,Eldelumab,SmallMoleculeDrug,P02778,C-X-C motif chemokine 10
DB06124,L-aminocarnityl-succinyl-leucyl-argininal-diethylacetal,SmallMoleculeDrug,P20807,Calpain-3
DB06127,Bisegliptin,SmallMoleculeDrug,P27487,Dipeptidyl peptidase 4
DB06133,Dimethylcurcumin,SmallMoleculeDrug,P10275,Androgen receptor
DB06134,SNS-314,SmallMoleculeDrug,O14965,Aurora kinase A
DB06134,SNS-314,SmallMoleculeDrug,Q9UQB9,Aurora kinase C
DB06137,KX-01,SmallMoleculeDrug,P12931,Proto-oncogene tyrosine-protein kinase Src
DB06138,IRL-1620,SmallMoleculeDrug,P24530,Endothelin B receptor
DB06140,SUVN-502,SmallMoleculeDrug,P50406,5-hydroxytryptamine receptor 6
DB06144,Sertindole,SmallMoleculeDrug,P14416,D(2) dopamine receptor
DB06144,Sertindole,SmallMoleculeDrug,P28223,5-hydroxytryptamine receptor 2A
DB06144,Sertindole,SmallMoleculeDrug,P28335,5-hydroxytryptamine receptor 2C
DB06144,Sertindole,SmallMoleculeDrug,P50406,5-hydroxytryptamine receptor 6
DB06144,Sertindole,SmallMoleculeDrug,Q12809,Potassium voltage-gated channel subfamily H member 2
DB06144,Sertindole,SmallMoleculeDrug,P35348,Alpha-1A adrenergic receptor
DB06144,Sertindole,SmallMoleculeDrug,P35368,Alpha-1B adrenergic receptor
DB06144,Sertindole,SmallMoleculeDrug,P25100,Alpha-1D adrenergic receptor
DB06145,Spiramycin,SmallMoleculeDrug,Q9A1X4,50S ribosomal protein L3
DB06147,Sulfathiazole,SmallMoleculeDrug,Q27738,Dihydropteroate synthetase
DB06148,Mianserin,SmallMoleculeDrug,P08913,Alpha-2A adrenergic receptor
DB06148,Mianserin,SmallMoleculeDrug,P28223,5-hydroxytryptamine receptor 2A
DB06148,Mianserin,SmallMoleculeDrug,P28335,5-hydroxytryptamine receptor 2C
DB06148,Mianserin,SmallMoleculeDrug,P35367,Histamine H1 receptor
DB06148,Mianserin,SmallMoleculeDrug,P23975,Sodium-dependent noradrenaline transporter
DB06148,Mianserin,SmallMoleculeDrug,P31645,Sodium-dependent serotonin transporter
DB06148,Mianserin,SmallMoleculeDrug,Q9H3N8,Histamine H4 receptor
DB06148,Mianserin,SmallMoleculeDrug,P08908,5-hydroxytryptamine receptor 1A
DB06148,Mianserin,SmallMoleculeDrug,P18825,Alpha-2C adrenergic receptor
DB06148,Mianserin,SmallMoleculeDrug,P41595,5-hydroxytryptamine receptor 2B
DB06148,Mianserin,SmallMoleculeDrug,P30939,5-hydroxytryptamine receptor 1F
DB06148,Mianserin,SmallMoleculeDrug,P18089,Alpha-2B adrenergic receptor
DB06148,Mianserin,SmallMoleculeDrug,P35462,D(3) dopamine receptor
DB06148,Mianserin,SmallMoleculeDrug,P41145,Kappa-type opioid receptor
DB06148,Mianserin,SmallMoleculeDrug,Q01959,Sodium-dependent dopamine transporter
DB06148,Mianserin,SmallMoleculeDrug,P34969,5-hydroxytryptamine receptor 7
DB06148,Mianserin,SmallMoleculeDrug,P14416,D(2) dopamine receptor
DB06148,Mianserin,SmallMoleculeDrug,P50406,5-hydroxytryptamine receptor 6
DB06148,Mianserin,SmallMoleculeDrug,P35348,Alpha-1A adrenergic receptor
DB06148,Mianserin,SmallMoleculeDrug,P35368,Alpha-1B adrenergic receptor
DB06148,Mianserin,SmallMoleculeDrug,P25100,Alpha-1D adrenergic receptor
DB06148,Mianserin,SmallMoleculeDrug,P21728,D(1A) dopamine receptor
DB06148,Mianserin,SmallMoleculeDrug,P21918,D(1B) dopamine receptor
DB06151,Acetylcysteine,SmallMoleculeDrug,P48637,Glutathione synthetase
DB06151,Acetylcysteine,SmallMoleculeDrug,Q9UPY5,Cystine/glutamate transporter
DB06151,Acetylcysteine,SmallMoleculeDrug,Q03154,Aminoacylase-1
DB06151,Acetylcysteine,SmallMoleculeDrug,O14920,Inhibitor of nuclear factor kappa-B kinase subunit beta
DB06151,Acetylcysteine,SmallMoleculeDrug,O15111,Inhibitor of nuclear factor kappa-B kinase subunit alpha
DB06151,Acetylcysteine,SmallMoleculeDrug,Q13224,"Glutamate receptor ionotropic, NMDA 2B"
DB06151,Acetylcysteine,SmallMoleculeDrug,Q05586,"Glutamate receptor ionotropic, NMDA 1"
DB06151,Acetylcysteine,SmallMoleculeDrug,Q12879,"Glutamate receptor ionotropic, NMDA 2A"
DB06151,Acetylcysteine,SmallMoleculeDrug,O15399,"Glutamate receptor ionotropic, NMDA 2D"
DB06151,Acetylcysteine,SmallMoleculeDrug,Q8TCU5,"Glutamate receptor ionotropic, NMDA 3A"
DB06152,Nylidrin,SmallMoleculeDrug,Q9P0X4,Voltage-dependent T-type calcium channel subunit alpha-1I
DB06152,Nylidrin,SmallMoleculeDrug,P48551,Interferon alpha/beta receptor 2
DB06153,Pizotifen,SmallMoleculeDrug,P11229,Muscarinic acetylcholine receptor M1
DB06153,Pizotifen,SmallMoleculeDrug,P08172,Muscarinic acetylcholine receptor M2
DB06153,Pizotifen,SmallMoleculeDrug,P20309,Muscarinic acetylcholine receptor M3
DB06153,Pizotifen,SmallMoleculeDrug,P28223,5-hydroxytryptamine receptor 2A
DB06153,Pizotifen,SmallMoleculeDrug,P41595,5-hydroxytryptamine receptor 2B
DB06153,Pizotifen,SmallMoleculeDrug,P28335,5-hydroxytryptamine receptor 2C
DB06153,Pizotifen,SmallMoleculeDrug,P08908,5-hydroxytryptamine receptor 1A
DB06153,Pizotifen,SmallMoleculeDrug,P28222,5-hydroxytryptamine receptor 1B
DB06153,Pizotifen,SmallMoleculeDrug,P28221,5-hydroxytryptamine receptor 1D
DB06153,Pizotifen,SmallMoleculeDrug,P35367,Histamine H1 receptor
DB06153,Pizotifen,SmallMoleculeDrug,P35348,Alpha-1A adrenergic receptor
DB06153,Pizotifen,SmallMoleculeDrug,P35368,Alpha-1B adrenergic receptor
DB06153,Pizotifen,SmallMoleculeDrug,P25100,Alpha-1D adrenergic receptor
DB06153,Pizotifen,SmallMoleculeDrug,P08913,Alpha-2A adrenergic receptor
DB06153,Pizotifen,SmallMoleculeDrug,P18089,Alpha-2B adrenergic receptor
DB06153,Pizotifen,SmallMoleculeDrug,P18825,Alpha-2C adrenergic receptor
DB06154,Pentaerythritol tetranitrate,SmallMoleculeDrug,P69905,Hemoglobin subunit alpha
DB06154,Pentaerythritol tetranitrate,SmallMoleculeDrug,P68871,Hemoglobin subunit beta
DB06155,Rimonabant,SmallMoleculeDrug,P21554,Cannabinoid receptor 1
DB06155,Rimonabant,SmallMoleculeDrug,Q9Y2T6,G-protein coupled receptor 55
DB06156,Tesofensine,SmallMoleculeDrug,P31645,Sodium-dependent serotonin transporter
DB06156,Tesofensine,SmallMoleculeDrug,P23975,Sodium-dependent noradrenaline transporter
DB06156,Tesofensine,SmallMoleculeDrug,Q01959,Sodium-dependent dopamine transporter
DB06157,Istaroxime,SmallMoleculeDrug,P16615,Sarcoplasmic/endoplasmic reticulum calcium ATPase 2
DB06157,Istaroxime,SmallMoleculeDrug,P05023,Sodium/potassium-transporting ATPase subunit alpha-1
DB06159,Rubitecan,SmallMoleculeDrug,P11387,DNA topoisomerase 1
DB06162,Lumiliximab,BiotechDrug,P06734,Low affinity immunoglobulin epsilon Fc receptor
DB06168,Canakinumab,BiotechDrug,P01584,Interleukin-1 beta
DB06174,Noscapine,SmallMoleculeDrug,Q99720,Sigma non-opioid intracellular receptor 1
DB06176,Romidepsin,SmallMoleculeDrug,Q13547,Histone deacetylase 1
DB06176,Romidepsin,SmallMoleculeDrug,Q92769,Histone deacetylase 2
DB06176,Romidepsin,SmallMoleculeDrug,P56524,Histone deacetylase 4
DB06176,Romidepsin,SmallMoleculeDrug,Q9UBN7,Histone deacetylase 6
DB06176,Romidepsin,SmallMoleculeDrug,P33527,Multidrug resistance-associated protein 1
DB06184,AEG35156,SmallMoleculeDrug,P98170,E3 ubiquitin-protein ligase XIAP
DB06185,Forodesine,SmallMoleculeDrug,P00491,Purine nucleoside phosphorylase
DB06186,Ipilimumab,BiotechDrug,P16410,Cytotoxic T-lymphocyte protein 4
DB06190,Solabegron,SmallMoleculeDrug,P13945,Beta-3 adrenergic receptor
DB06191,Zosuquidar,SmallMoleculeDrug,P08183,Multidrug resistance protein 1
DB06194,Elocalcitol,SmallMoleculeDrug,P11473,Vitamin D3 receptor
DB06195,Seliciclib,SmallMoleculeDrug,P06493,Cyclin-dependent kinase 1
DB06195,Seliciclib,SmallMoleculeDrug,P24941,Cyclin-dependent kinase 2
DB06195,Seliciclib,SmallMoleculeDrug,P27361,Mitogen-activated protein kinase 3
DB06195,Seliciclib,SmallMoleculeDrug,P28482,Mitogen-activated protein kinase 1
DB06195,Seliciclib,SmallMoleculeDrug,P50613,Cyclin-dependent kinase 7
DB06195,Seliciclib,SmallMoleculeDrug,P50750,Cyclin-dependent kinase 9
DB06195,Seliciclib,SmallMoleculeDrug,P49674,Casein kinase I isoform epsilon
DB06196,Icatibant,SmallMoleculeDrug,P30411,B2 bradykinin receptor
DB06196,Icatibant,SmallMoleculeDrug,P15144,Aminopeptidase N
DB06199,Atrasentan,SmallMoleculeDrug,P25101,Endothelin-1 receptor
DB06201,Rufinamide,SmallMoleculeDrug,P41594,Metabotropic glutamate receptor 5
DB06201,Rufinamide,SmallMoleculeDrug,Q15858,Sodium channel protein type 9 subunit alpha
DB06202,Lasofoxifene,SmallMoleculeDrug,P03372,Estrogen receptor
DB06202,Lasofoxifene,SmallMoleculeDrug,Q92731,Estrogen receptor beta
DB06202,Lasofoxifene,SmallMoleculeDrug,P34972,Cannabinoid receptor 2
DB06203,Alogliptin,SmallMoleculeDrug,P27487,Dipeptidyl peptidase 4
DB06204,Tapentadol,SmallMoleculeDrug,P35372,Mu-type opioid receptor
DB06204,Tapentadol,SmallMoleculeDrug,P23975,Sodium-dependent noradrenaline transporter
DB06204,Tapentadol,SmallMoleculeDrug,P41145,Kappa-type opioid receptor
DB06204,Tapentadol,SmallMoleculeDrug,P41143,Delta-type opioid receptor
DB06204,Tapentadol,SmallMoleculeDrug,P46098,5-hydroxytryptamine receptor 3A
DB06204,Tapentadol,SmallMoleculeDrug,P31645,Sodium-dependent serotonin transporter
DB06205,Hyaluronidase (Human Recombinant),BiotechDrug,P01137,Transforming growth factor beta-1
DB06207,Silodosin,SmallMoleculeDrug,P35348,Alpha-1A adrenergic receptor
DB06207,Silodosin,SmallMoleculeDrug,P35368,Alpha-1B adrenergic receptor
DB06207,Silodosin,SmallMoleculeDrug,P25100,Alpha-1D adrenergic receptor
DB06209,Prasugrel,SmallMoleculeDrug,Q9H244,P2Y purinoceptor 12
DB06210,Eltrombopag,SmallMoleculeDrug,P40238,Thrombopoietin receptor
DB06211,Doripenem,SmallMoleculeDrug,P02918,Penicillin-binding protein 1A
DB06211,Doripenem,SmallMoleculeDrug,P02919,Penicillin-binding protein 1B
DB06211,Doripenem,SmallMoleculeDrug,P0AD65,Penicillin-binding protein 2
DB06211,Doripenem,SmallMoleculeDrug,Q51504,Cell division protein
DB06211,Doripenem,SmallMoleculeDrug,P72355,Penicillin-binding protein 4
DB06212,Tolvaptan,SmallMoleculeDrug,P30518,Vasopressin V2 receptor
DB06212,Tolvaptan,SmallMoleculeDrug,P37288,Vasopressin V1a receptor
DB06213,Regadenoson,SmallMoleculeDrug,P29274,Adenosine receptor A2a
DB06216,Asenapine,SmallMoleculeDrug,P14416,D(2) dopamine receptor
DB06216,Asenapine,SmallMoleculeDrug,P28223,5-hydroxytryptamine receptor 2A
DB06216,Asenapine,SmallMoleculeDrug,P08908,5-hydroxytryptamine receptor 1A
DB06216,Asenapine,SmallMoleculeDrug,P28222,5-hydroxytryptamine receptor 1B
DB06216,Asenapine,SmallMoleculeDrug,P41595,5-hydroxytryptamine receptor 2B
DB06216,Asenapine,SmallMoleculeDrug,P28335,5-hydroxytryptamine receptor 2C
DB06216,Asenapine,SmallMoleculeDrug,P47898,5-hydroxytryptamine receptor 5A
DB06216,Asenapine,SmallMoleculeDrug,P50406,5-hydroxytryptamine receptor 6
DB06216,Asenapine,SmallMoleculeDrug,P34969,5-hydroxytryptamine receptor 7
DB06216,Asenapine,SmallMoleculeDrug,P08913,Alpha-2A adrenergic receptor
DB06216,Asenapine,SmallMoleculeDrug,P18089,Alpha-2B adrenergic receptor
DB06216,Asenapine,SmallMoleculeDrug,P18825,Alpha-2C adrenergic receptor
DB06216,Asenapine,SmallMoleculeDrug,P35348,Alpha-1A adrenergic receptor
DB06216,Asenapine,SmallMoleculeDrug,P21728,D(1A) dopamine receptor
DB06216,Asenapine,SmallMoleculeDrug,P35462,D(3) dopamine receptor
DB06216,Asenapine,SmallMoleculeDrug,P21917,D(4) dopamine receptor
DB06216,Asenapine,SmallMoleculeDrug,P35367,Histamine H1 receptor
DB06216,Asenapine,SmallMoleculeDrug,P25021,Histamine H2 receptor
DB06216,Asenapine,SmallMoleculeDrug,P08588,Beta-1 adrenergic receptor
DB06216,Asenapine,SmallMoleculeDrug,P07550,Beta-2 adrenergic receptor
DB06217,Vernakalant,SmallMoleculeDrug,Q14524,Sodium channel protein type 5 subunit alpha
DB06217,Vernakalant,SmallMoleculeDrug,P22460,Potassium voltage-gated channel subfamily A member 5
DB06217,Vernakalant,SmallMoleculeDrug,Q9UK17,Potassium voltage-gated channel subfamily D member 3
DB06217,Vernakalant,SmallMoleculeDrug,Q12809,Potassium voltage-gated channel subfamily H member 2
DB06218,Lacosamide,SmallMoleculeDrug,Q15858,Sodium channel protein type 9 subunit alpha
DB06218,Lacosamide,SmallMoleculeDrug,Q9NY46,Sodium channel protein type 3 subunit alpha
DB06218,Lacosamide,SmallMoleculeDrug,Q9Y5Y9,Sodium channel protein type 10 subunit alpha
DB06226,Nelipepimut-S,BiotechDrug,P01892,"HLA class I histocompatibility antigen, A-2 alpha chain"
DB06226,Nelipepimut-S,BiotechDrug,P04439,"HLA class I histocompatibility antigen, A-3 alpha chain"
DB06228,Rivaroxaban,SmallMoleculeDrug,P00742,Coagulation factor X
DB06229,Ocaperidone,SmallMoleculeDrug,P14416,D(2) dopamine receptor
DB06229,Ocaperidone,SmallMoleculeDrug,P35367,Histamine H1 receptor
DB06229,Ocaperidone,SmallMoleculeDrug,P35348,Alpha-1A adrenergic receptor
DB06229,Ocaperidone,SmallMoleculeDrug,P35368,Alpha-1B adrenergic receptor
DB06229,Ocaperidone,SmallMoleculeDrug,P08913,Alpha-2A adrenergic receptor
DB06229,Ocaperidone,SmallMoleculeDrug,P25100,Alpha-1D adrenergic receptor
DB06229,Ocaperidone,SmallMoleculeDrug,P18089,Alpha-2B adrenergic receptor
DB06229,Ocaperidone,SmallMoleculeDrug,P18825,Alpha-2C adrenergic receptor
DB06229,Ocaperidone,SmallMoleculeDrug,P28223,5-hydroxytryptamine receptor 2A
DB06229,Ocaperidone,SmallMoleculeDrug,P41595,5-hydroxytryptamine receptor 2B
DB06229,Ocaperidone,SmallMoleculeDrug,P28335,5-hydroxytryptamine receptor 2C
DB06230,Nalmefene,SmallMoleculeDrug,P35372,Mu-type opioid receptor
DB06230,Nalmefene,SmallMoleculeDrug,P41145,Kappa-type opioid receptor
DB06230,Nalmefene,SmallMoleculeDrug,P41143,Delta-type opioid receptor
DB06231,Caldaret,SmallMoleculeDrug,P32418,Sodium/calcium exchanger 1
DB06233,Ridaforolimus,SmallMoleculeDrug,P42345,Serine/threonine-protein kinase mTOR
DB06234,Maribavir,SmallMoleculeDrug,P16788,Serine/threonine protein kinase UL97
DB06234,Maribavir,SmallMoleculeDrug,Q68101,Serine/threonine protein kinase UL97
DB06237,Avanafil,SmallMoleculeDrug,O76074,"cGMP-specific 3',5'-cyclic phosphodiesterase"
DB06240,Tariquidar,SmallMoleculeDrug,P08183,Multidrug resistance protein 1
DB06241,Clenoliximab,BiotechDrug,P01730,T-cell surface glycoprotein CD4
DB06243,Eflornithine,SmallMoleculeDrug,P11926,Ornithine decarboxylase
DB06245,Lanoteplase,BiotechDrug,Q03405,Urokinase plasminogen activator surface receptor
DB06245,Lanoteplase,BiotechDrug,P02671,Fibrinogen alpha chain
DB06245,Lanoteplase,BiotechDrug,P06870,Kallikrein-1
DB06245,Lanoteplase,BiotechDrug,O15230,Laminin subunit alpha-5
DB06245,Lanoteplase,BiotechDrug,P00742,Coagulation factor X
DB06245,Lanoteplase,BiotechDrug,P02751,Fibronectin
DB06245,Lanoteplase,BiotechDrug,P05120,Plasminogen activator inhibitor 2
DB06245,Lanoteplase,BiotechDrug,P05452,Tetranectin
DB06245,Lanoteplase,BiotechDrug,P05787,"Keratin, type II cytoskeletal 8"
DB06245,Lanoteplase,BiotechDrug,P07355,Annexin A2
DB06245,Lanoteplase,BiotechDrug,P07942,Laminin subunit beta-1
DB06245,Lanoteplase,BiotechDrug,P11047,Laminin subunit gamma-1
DB06245,Lanoteplase,BiotechDrug,P25391,Laminin subunit alpha-1
DB06245,Lanoteplase,BiotechDrug,P27797,Calreticulin
DB06245,Lanoteplase,BiotechDrug,P27824,Calnexin
DB06245,Lanoteplase,BiotechDrug,Q07954,Prolow-density lipoprotein receptor-related protein 1
DB06245,Lanoteplase,BiotechDrug,Q16787,Laminin subunit alpha-3
DB06246,Exisulind,SmallMoleculeDrug,Q08499,"cAMP-specific 3',5'-cyclic phosphodiesterase 4D"
DB06246,Exisulind,SmallMoleculeDrug,Q08493,"cAMP-specific 3',5'-cyclic phosphodiesterase 4C"
DB06246,Exisulind,SmallMoleculeDrug,O76074,"cGMP-specific 3',5'-cyclic phosphodiesterase"
DB06246,Exisulind,SmallMoleculeDrug,O00408,"cGMP-dependent 3',5'-cyclic phosphodiesterase"
DB06246,Exisulind,SmallMoleculeDrug,P09211,Glutathione S-transferase P
DB06246,Exisulind,SmallMoleculeDrug,P15121,Aldose reductase
DB06246,Exisulind,SmallMoleculeDrug,O60218,Aldo-keto reductase family 1 member B10
DB06247,CX516,SmallMoleculeDrug,P42261,Glutamate receptor 1
DB06248,Amelubant,SmallMoleculeDrug,Q9NPC1,Leukotriene B4 receptor 2
DB06248,Amelubant,SmallMoleculeDrug,Q15722,Leukotriene B4 receptor 1
DB06249,Arzoxifene,SmallMoleculeDrug,P03372,Estrogen receptor
DB06249,Arzoxifene,SmallMoleculeDrug,Q92731,Estrogen receptor beta
DB06258,Bimoclomol,SmallMoleculeDrug,Q00613,Heat shock factor protein 1
DB06262,Droxidopa,SmallMoleculeDrug,P35348,Alpha-1A adrenergic receptor
DB06262,Droxidopa,SmallMoleculeDrug,P35368,Alpha-1B adrenergic receptor
DB06262,Droxidopa,SmallMoleculeDrug,P25100,Alpha-1D adrenergic receptor
DB06262,Droxidopa,SmallMoleculeDrug,P08913,Alpha-2A adrenergic receptor
DB06262,Droxidopa,SmallMoleculeDrug,P18089,Alpha-2B adrenergic receptor
DB06262,Droxidopa,SmallMoleculeDrug,P18825,Alpha-2C adrenergic receptor
DB06262,Droxidopa,SmallMoleculeDrug,P08588,Beta-1 adrenergic receptor
DB06262,Droxidopa,SmallMoleculeDrug,P07550,Beta-2 adrenergic receptor
DB06262,Droxidopa,SmallMoleculeDrug,P13945,Beta-3 adrenergic receptor
DB06262,Droxidopa,SmallMoleculeDrug,P00439,Phenylalanine-4-hydroxylase
DB06263,Amrubicin,SmallMoleculeDrug,P11388,DNA topoisomerase 2-alpha
DB06266,Lonidamine,SmallMoleculeDrug,P13569,Cystic fibrosis transmembrane conductance regulator
DB06266,Lonidamine,SmallMoleculeDrug,P19367,Hexokinase-1
DB06267,Udenafil,SmallMoleculeDrug,O76074,"cGMP-specific 3',5'-cyclic phosphodiesterase"
DB06268,Sitaxentan,SmallMoleculeDrug,P25101,Endothelin-1 receptor
DB06268,Sitaxentan,SmallMoleculeDrug,P24530,Endothelin B receptor
DB06271,Sulodexide,BiotechDrug,P05546,Heparin cofactor 2
DB06271,Sulodexide,BiotechDrug,P01008,Antithrombin-III
DB06273,Tocilizumab,BiotechDrug,P08887,Interleukin-6 receptor subunit alpha
DB06274,Alvimopan,SmallMoleculeDrug,P35372,Mu-type opioid receptor
DB06274,Alvimopan,SmallMoleculeDrug,P41145,Kappa-type opioid receptor
DB06274,Alvimopan,SmallMoleculeDrug,P41143,Delta-type opioid receptor
DB06281,Torcetrapib,SmallMoleculeDrug,P11597,Cholesteryl ester transfer protein
DB06282,Levocetirizine,SmallMoleculeDrug,P35367,Histamine H1 receptor
DB06285,Teriparatide,BiotechDrug,Q03431,Parathyroid hormone/parathyroid hormone-related peptide receptor
DB06287,Temsirolimus,SmallMoleculeDrug,P42345,Serine/threonine-protein kinase mTOR
DB06288,Amisulpride,SmallMoleculeDrug,P14416,D(2) dopamine receptor
DB06288,Amisulpride,SmallMoleculeDrug,P35462,D(3) dopamine receptor
DB06288,Amisulpride,SmallMoleculeDrug,P34969,5-hydroxytryptamine receptor 7
DB06288,Amisulpride,SmallMoleculeDrug,P28223,5-hydroxytryptamine receptor 2A
DB06290,Simeprevir,SmallMoleculeDrug,Q91RS4,NS3 protease
DB06292,Dapagliflozin,SmallMoleculeDrug,P31639,Sodium/glucose cotransporter 2
DB06307,Apoptone,SmallMoleculeDrug,P10415,Apoptosis regulator Bcl-2
DB06311,Darapladib,SmallMoleculeDrug,P47712,Cytosolic phospholipase A2
DB06314,SGX-523,SmallMoleculeDrug,P08581,Hepatocyte growth factor receptor
DB06317,Elotuzumab,BiotechDrug,Q9NQ25,SLAM family member 7
DB06321,R-348,SmallMoleculeDrug,P52333,Tyrosine-protein kinase JAK3
DB06325,Pegpleranib,SmallMoleculeDrug,P01127,Platelet-derived growth factor subunit B
DB06333,Trodusquemine,BiotechDrug,P18031,Tyrosine-protein phosphatase non-receptor type 1
DB06333,Trodusquemine,BiotechDrug,Q01959,Sodium-dependent dopamine transporter
DB06333,Trodusquemine,BiotechDrug,P23975,Sodium-dependent noradrenaline transporter
DB06335,Saxagliptin,SmallMoleculeDrug,P27487,Dipeptidyl peptidase 4
DB06342,Coltuximab ravtansine,BiotechDrug,P15391,B-lymphocyte antigen CD19
DB06343,Teprotumumab,BiotechDrug,P08069,Insulin-like growth factor 1 receptor
DB06345,AR-9281,SmallMoleculeDrug,P34913,Bifunctional epoxide hydrolase 2
DB06346,Fiboflapon,SmallMoleculeDrug,P20292,Arachidonate 5-lipoxygenase-activating protein
DB06347,Cenisertib,SmallMoleculeDrug,O14965,Aurora kinase A
DB06350,Elinogrel,SmallMoleculeDrug,Q9H244,P2Y purinoceptor 12
DB06354,Tezampanel,SmallMoleculeDrug,P39086,"Glutamate receptor ionotropic, kainate 1"
DB06354,Tezampanel,SmallMoleculeDrug,Q9UBS5,Gamma-aminobutyric acid type B receptor subunit 1
DB06358,Iclaprim,SmallMoleculeDrug,P00374,Dihydrofolate reductase
DB06360,Lucatumumab,SmallMoleculeDrug,P25942,Tumor necrosis factor receptor superfamily member 5
DB06362,Becatecarin,SmallMoleculeDrug,P11388,DNA topoisomerase 2-alpha
DB06362,Becatecarin,SmallMoleculeDrug,Q02880,DNA topoisomerase 2-beta
DB06366,Pertuzumab,BiotechDrug,P04626,Receptor tyrosine-protein kinase erbB-2
DB06367,Relacatib,SmallMoleculeDrug,P43235,Cathepsin K
DB06371,Siplizumab,BiotechDrug,P06729,T-cell surface antigen CD2
DB06372,Rilonacept,BiotechDrug,P01584,Interleukin-1 beta
DB06372,Rilonacept,BiotechDrug,P01583,Interleukin-1 alpha
DB06372,Rilonacept,BiotechDrug,P18510,Interleukin-1 receptor antagonist protein
DB06374,Elacestrant,SmallMoleculeDrug,P03372,Estrogen receptor
DB06376,CHGN111,SmallMoleculeDrug,P49759,Dual specificity protein kinase CLK1
DB06393,Xaliproden,SmallMoleculeDrug,P08908,5-hydroxytryptamine receptor 1A
DB06401,Bazedoxifene,SmallMoleculeDrug,P03372,Estrogen receptor
DB06401,Bazedoxifene,SmallMoleculeDrug,Q92731,Estrogen receptor beta
DB06403,Ambrisentan,SmallMoleculeDrug,P25101,Endothelin-1 receptor
DB06403,Ambrisentan,SmallMoleculeDrug,P24530,Endothelin B receptor
DB06404,Human C1-esterase inhibitor,BiotechDrug,P00736,Complement C1r subcomponent
DB06404,Human C1-esterase inhibitor,BiotechDrug,P09871,Complement C1s subcomponent
DB06404,Human C1-esterase inhibitor,BiotechDrug,P03952,Plasma kallikrein
DB06404,Human C1-esterase inhibitor,BiotechDrug,P00748,Coagulation factor XII
DB06404,Human C1-esterase inhibitor,BiotechDrug,P00734,Prothrombin
DB06404,Human C1-esterase inhibitor,BiotechDrug,P03951,Coagulation factor XI
DB06404,Human C1-esterase inhibitor,BiotechDrug,P00750,Tissue-type plasminogen activator
DB06406,Idraparinux,SmallMoleculeDrug,P00742,Coagulation factor X
DB06408,Taribavirin,SmallMoleculeDrug,P16502,RNA-directed RNA polymerase catalytic subunit
DB06408,Taribavirin,SmallMoleculeDrug,P49902,Cytosolic purine 5'-nucleotidase
